Corps,Activité,produit,variete,annee,prix,region
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,6T 7x15x28 (u),2022,2.34,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,6T 7x15x28 (u),2023,2.38,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,6T 7x15x28 (u),2024,2.43,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,6T 7x15x28 (u),2025,2.47,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,6T 7x15x28 (u),2026,2.51,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,6T 7x15x28 (u),2027,2.55,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,6T 7x15x28 (u),2028,2.6,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,6T 7x15x28 (u),2029,2.64,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,6T 7x15x28 (u),2030,2.68,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2005,1.95,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2006,1.95,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2007,1.95,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2008,2.02,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2009,2.11,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2010,2.23,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2011,2.46,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2012,2.25,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2013,2.23,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2014,2.32,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2015,2.32,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2016,2.26,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2017,2.28,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2018,2.28,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2019,2.28,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2020,2.41,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2021,2.43,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2022,2.46,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2023,2.49,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2024,2.51,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2025,2.54,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2026,2.57,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2027,2.59,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2028,2.62,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2029,2.65,BKH
Gros œuvre,Matériaux de construction en terre cuite,Briques creuses,8T (u),2030,2.67,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2005,27.78,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2006,27.78,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2007,27.84,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2008,25.62,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2009,24.66,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2010,26.13,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2011,27.81,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2012,24.31,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2013,23.74,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2014,23.74,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2015,25.09,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2016,25.22,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2017,24.52,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2018,24.73,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2019,25.61,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2020,23.95,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2021,23.73,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2022,23.52,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2023,23.31,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2024,23.1,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2025,22.89,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2026,22.68,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2027,22.46,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2028,22.25,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2029,22.04,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),2030,21.83,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2005,16.01,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2006,16.01,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2007,16.01,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2008,14.09,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2009,13.15,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2010,12.93,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2011,13.92,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2012,12.68,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2013,12.43,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2014,12.43,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2015,12.89,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2016,12.92,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2017,12.71,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2018,14.4,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2019,14.44,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2020,12.51,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2021,12.35,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2022,12.19,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2023,12.03,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2024,11.87,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2025,11.71,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2026,11.55,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2027,11.39,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2028,11.22,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2029,11.06,BKH
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 32 à 50 mm (ml),2030,10.9,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2005,18.18,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2006,19.25,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2007,19.79,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2008,20.86,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2009,21.92,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2010,20.32,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2011,21.82,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2012,21.12,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2013,19.46,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2014,19.79,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2015,20.82,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2016,21.14,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2017,21.56,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2018,24.54,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2019,25.16,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2020,23.44,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2021,23.74,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2022,24.04,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2023,24.34,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2024,24.64,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2025,24.94,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2026,25.24,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2027,25.54,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2028,25.84,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2029,26.14,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 100 à 150 mm (ml),2030,26.44,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2005,37.24,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2006,39.76,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2007,40.24,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2008,38.34,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2009,39.94,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2010,38.41,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2011,38.66,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2012,37.26,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2013,35.13,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2014,34.35,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2015,35.97,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2016,36.28,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2017,36.41,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2018,37.7,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2019,38.22,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2020,35.98,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2021,35.78,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2022,35.58,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2023,35.38,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2024,35.17,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2025,34.97,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2026,34.77,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2027,34.57,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2028,34.37,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2029,34.17,BKH
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Buse en béton ou PVC,D 200 à 300 mm (ml),2030,33.97,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2005,5.49,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2006,5.49,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2007,5.95,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2008,6.07,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2009,6.4,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2010,6.18,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2011,6.4,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2012,6.4,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2013,6.86,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2014,6.68,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2015,7.31,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2016,7.39,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2017,7.12,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2018,6.46,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2019,6.69,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2020,7.3,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2021,7.41,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2022,7.51,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2023,7.62,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2024,7.73,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2025,7.83,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2026,7.94,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2027,8.04,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2028,8.15,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2029,8.25,BKH
Plomberie Sanitaire,Retube,Canalisation en retube,Diam 16 à 20 (ml),2030,8.36,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2005,37.8,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2006,38.32,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2007,42.0,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2008,40.08,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2009,39.72,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2010,39.37,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2011,39.37,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2012,42.0,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2013,42.52,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2014,42.63,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2015,40.9,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2016,40.6,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2017,41.43,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2018,40.82,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2019,39.34,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2020,41.55,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2021,41.69,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2022,41.83,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2023,41.96,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2024,42.1,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2025,42.23,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2026,42.37,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2027,42.51,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2028,42.64,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2029,42.78,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),2030,42.92,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2005,54.08,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2006,54.08,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2007,56.4,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2008,62.53,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2009,62.69,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2010,61.74,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2011,60.42,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2012,67.54,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2013,70.36,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2014,73.33,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2015,71.12,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2016,70.6,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2017,67.96,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2018,69.11,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2019,70.16,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2020,74.84,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2021,76.1,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2022,77.35,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2023,78.61,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2024,79.86,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2025,81.12,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2026,82.37,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2027,83.62,BKH
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),2028,84.88,BKH
